text,label
"Dosen pembimbing sering memarahi mahasiswa di depan umum","negatif"
"Loker penyimpanan barang banyak yang kuncinya macet","negatif"
"Tidak ada tenda atau tempat berteduh di lapangan parkir","negatif"
"Papan tulis di kelas tulisannya sudah tidak jelas","negatif"
"Birokrasi kampus tidak ramah terhadap mahasiswa difabel","negatif"
"Ada isu kenaikan UKT sepihak tanpa sosialisasi tahun depan","negatif"
"Jam pulang kerja TU tidak konsisten sering tutup lebih awal","negatif"
"Mahasiswa sulit mendapat persetujuan penelitian di lab","negatif"
"Tidak ada tempat sampah di sekitar area taman","negatif"
"Dispenser air minum di lantai 4 rusak total","negatif"
"Jadwal praktikum malam hari berbahaya bagi mahasiswi","negatif"
"Kurangnya tanda jalur evakuasi jika terjadi gempa","negatif"
"Pengumuman nilai akhir sering terlambat dari jadwal","negatif"
"Alat scan wajah di absen hanya akurat untuk kulit terang","negatif"
"Kantin kehabisan makanan sebelum jam istirahat siang","negatif"
"Koperasi mahasiswa hanya buka di jam kuliah","negatif"
"Tidak ada ruang khusus untuk mahasiswa menyusui yang layak","negatif"
"Area merokok berada tepat di depan pintu masuk kelas","negatif"
"Software antivirus di komputer perpus tidak diperbarui","negatif"
"Bau menyengat dari selokan belakang lab kimia","negatif"
"Pekerja proyek membuang material sembarangan di jalan","negatif"
"Proses cuti akademik mengharuskan bertemu banyak pejabat","negatif"
"Jendela perpustakaan sulit dibuka sehingga pengap","negatif"
"Pengembalian dana praktikum tidak jelas prosedurnya","negatif"
"Penggunaan bahasa asing di kelas campur aduk tidak karuan","negatif"
"Tidak ada mekanisme pengaduan kekerasan seksual yang jelas","negatif"
"Mahasiswa jarang dilibatkan dalam penyusunan kebijakan","negatif"
"Fasilitas fingerprint di gerbang sering salah baca","negatif"
"Tidak ada CCTV di area parkir motor belakang","negatif"
"AC di laboratorium komputer terlalu dingin tidak bisa diatur","negatif"
"Dosen sering menunda ujian tanpa alasan yang jelas","negatif"
"Form pendaftaran online untuk magang selalu error di akhir","negatif"
"Loker di perpustakaan sering dijadikan sarang tikus","negatif"
"Kualitas tisu di toilet sangat kasar dan tipis","negatif"
"Pihak kemahasiswaan tidak transparan soal dana PKM","negatif"
"Banyak mahasiswa titip absen karena sistem yang mudah dicurangi","negatif"
"Pemilihan ketua BEM tidak demokratis dan penuh intervensi","negatif"
"Kegiatan kemahasiswaan hanya untuk pencitraan di media sosial","negatif"
"Ruang himpunan mahasiswa kotor dan penuh debu","negatif"
"Mahasiswa bebas merokok di tangga darurat","negatif"
"Buku teks wajib terlalu mahal dan hanya dijual eksklusif","negatif"
"Kompetisi internal kampus tidak ada hadiahnya","negatif"
"Pelayanan kartu mahasiswa baru butuh waktu 3 bulan","negatif"
"Banyak program studi yang akreditasinya turun","negatif"
"Petugas kebersihan membangunkan mahasiswa tidur di perpus dengan kasar","negatif"
"Tidak ada donatur tetap untuk bantuan bencana internal","negatif"
"Gedung kuliah bersama sering dialihfungsikan untuk acara pernikahan","negatif"
"Koneksi internet mati saat ujian daring berlangsung","negatif"
"Pihak kampus tidak bertanggung jawab atas kehilangan helm","negatif"
"Banyak dosen yang sudah tidak update jurnal sejak lama","negatif"
"Mahasiswa praktikum disuruh beli alat sendiri karena inventaris kurang","negatif"
"Sistem antrian TU tidak jelas dan saling serobot","negatif"
"Gedung baru tidak ramah untuk kursi roda","negatif"
"Pencahayaan di mushola sangat minim untuk membaca Al-Quran","negatif"
"Tidak ada tempat wudhu yang layak untuk perempuan","negatif"
"Kesalahan cetak di ijazah tidak mau diperbaiki","negatif"
"Mahasiswa yang kritis sering dapat nilai rendah","negatif"
"Tidak ada kipas angin di selasar yang panas","negatif"
"Tembok kampus kotor karena coretan pilpres dan pilkada","negatif"
"Kabel menjuntai di plafon koridor sangat berbahaya","negatif"
"Kantin menjual makanan yang tidak higienis","negatif"
"Petugas kebun menggunakan air bersih untuk menyiram jalan","negatif"
"Tidak ada ruang isolasi untuk mahasiswa yang sakit","negatif"
"Website resmi sering di-hack dan menampilkan iklan judi","negatif"
"Pendataan wisuda selalu ribet dan harus datang berkali-kali","negatif"
"Mahasiswa difabel tuna netra tidak punya alat baca khusus","negatif"
"Toilet khusus difabel dijadikan gudang alat kebersihan","negatif"
"Pembina OSIS atau BEM terlalu ikut campur urusan internal","negatif"
"Tidak ada pelatihan kewirausahaan yang berkelanjutan","negatif"
"Proyektor di ruang A selalu berkedip dan buram","negatif"
"Meja belajar di perpus banyak yang coretan spidol permanen","negatif"
"Lahan parkir mobil jauh dari gedung fakultas","negatif"
"Alarm kebakaran berbunyi palsu tanpa ada kejadian","negatif"
"Tidak ada tempat penitipan anak untuk mahasiswa yang punya balita","negatif"
"Lampu di lapangan basket mati total","negatif"
"Mahasiswa sering telat karena transportasi umum ke kampus tidak jelas","negatif"
"Tidak ada kanal pengaduan yang anonim dan aman","negatif"
"Papan informasi beasiswa hanya kosong tidak diupdate","negatif"
"Kesulitan mengurus surat rekomendasi studi lanjut","negatif"
"Proses yudisium sering molor dari jadwal","negatif"
"Dosen wali tidak pernah membuka sesi konsultasi","negatif"
"Alat pengukur tinggi badan di klinik sudah rusak","negatif"
"Tidak ada tim tanggap darurat gempa yang terlatih","negatif"
"Majalah dinding fakultas isinya tidak pernah diganti","negatif"
"Kabel LAN di ruang baca fakultas putus semua","negatif"
"Banyak kucing liar buang kotoran di koridor","negatif"
"Parkir mobil dosen memakan jalur pejalan kaki mahasiswa","negatif"
"Kipas angin di ruang sidang berisik seperti traktor","negatif"
"Mahasiswa mesti iuran untuk beli kertas tisu toilet","negatif"
"Air keran di lab tidak mengalir","negatif"
"Pihak keamanan galak dan tidak sopan terhadap tamu","negatif"
"Tidak ada kegiatan penyambutan mahasiswa baru yang humanis","negatif"
"Ruang kelas sempit untuk jumlah mahasiswa 50 orang","negatif"
"AC di gedung administrasi dingin tapi di gedung kuliah mati","negatif"
"Kantin menjual minuman keras secara tersembunyi","negatif"
"Banyak nyamuk di ruang seminar bawah tanah","negatif"
"Birokrasi pengesahan proposal PKM sangat lama","negatif"
"Tidak ada pengecekan kelayakan alat praktikum","negatif"
"Mahasiswa harus bayar sewa loker yang mahal","negatif"
"Kuliah umum diisi dengan kampanye politik praktis","negatif"
"Sound system sering feedback melengking menyakiti telinga","negatif"
"Tukang fotokopi tutup saat musim ujian tiba","negatif"
"Tidak ada layanan antar jemput bagi mahasiswa disabilitas","negatif"
"Meja praktikum di lab kimia berlubang dan berkarat","negatif"
"Pembayaran di koperasi masih manual tanpa QRIS","negatif"
"Mahasiswa baru tidak mendapat buku panduan akademik","negatif"
"Jadwal perwalian tidak jelas dan mendadak","negatif"
"Ruang ujian terlalu bising dekat dengan jalan raya","negatif"
"Pihak jurusan tidak mengakui sertifikat kompetensi luar","negatif"
"Tidak ada program daur ulang air wudhu","negatif"
"Karpet di mushola lembab dan bau apek","negatif"
"Penerangan di tangga darurat mati total","negatif"
"Pintu darurat terkunci rapat dari luar","negatif"
"Tidak ada tempat parkir khusus sepeda","negatif"
"Mahasiswa tingkat akhir dilarang menggunakan fasilitas gym","negatif"
"Tempat sampah medis di klinik tidak ada","negatif"
"Antrian cetak KTM baru bisa sampai 3 bulan","negatif"
"Kertas ujian berkualitas rendah mudah sobek","negatif"
"Mahasiswa banyak yang tidur di kelas karena jam kuliah terlalu pagi","netral"
"Menu sarapan di kantin selalu habis sebelum jam 8","netral"
"Papan tulis di ruang 205 masih pakai kapur bukan spidol","netral"
"Pihak kampus mewajibkan vaksin booster untuk semester depan","netral"
"Jadwal kuliah libur hari raya sudah diumumkan","netral"
"Pendaftaran seminar internasional diperpanjang","netral"
"Ada pemberitahuan pemadaman listrik rutin hari minggu","netral"
"Ruang baca hanya buka sampai jam 8 malam","netral"
"Dosen menggunakan bahasa campur indonesia inggris","netral"
"Mahasiswa wajib menggunakan seragam hitam putih tiap senin","netral"
"Tugas besar diberikan dua minggu sebelum UAS","netral"
"Ada sepeda kampus yang bisa dipinjam dengan KTM","netral"
"Tersedia tempat charger di perpustakaan tapi terbatas","netral"
"Kantin kejujuran menyediakan gorengan dan kopi sachet","netral"
"Kelas teori digabung antara kelas A dan B","netral"
"Proses unggah skripsi ke repository sudah dijelaskan","netral"
"Pendaftaran magang kampus merdeka sudah dibuka","netral"
"Seminar proposal bisa online atau offline","netral"
"Biaya cetak ijazah ditanggung mahasiswa","netral"
"KTM bisa digunakan untuk akses bus TransJakarta","netral"
"Mahasiswa diwajibkan ikut asuransi kesehatan","netral"
"Praktikum biologi memotong katak minggu depan","netral"
"Ruang fotokopi di lantai dasar buka pukul 09.00","netral"
"Jadwal UAS bentrok dengan jadwal wisuda periode lalu","netral"
"Perpustakaan tutup di jam istirahat siang","netral"
"Kelas karyawan libur di hari Sabtu","netral"
"KTM berlaku selama 4 tahun masa studi","netral"
"Tersedia takjil gratis di masjid kampus saat ramadhan","netral"
"Kegiatan bimbingan skripsi bisa via Zoom","netral"
"Mahasiswa diminta mengisi survei kepuasan layanan","netral"
"Pendaftaran yudisium gelombang dua dibuka","netral"
"Ada sosialisasi bahaya narkoba di auditorium","netral"
"Ujian susulan digabung dengan kelas lain","netral"
"Kuliah lapangan ke pabrik dijadwalkan bulan depan","netral"
"Mahasiswa berprestasi dipanggil untuk pembekalan","netral"
"Pergantian jam kuliah disesuaikan dengan WIB","netral"
"Petugas perpustakaan sedang menginput buku baru","netral"
"Pengumuman hasil seleksi asisten lab sudah keluar","netral"
"KRS manual masih berlaku untuk semester pendek","netral"
"Batas akhir unggah revisi skripsi hari Jumat","netral"
"Lapangan upacara sedang direnovasi","netral"
"Mahasiswa tingkat akhir wajib ikut TOEFL ITP","netral"
"Bimbingan akademik dilakukan dua kali setahun","netral"
"Pendaftaran beasiswa Bank Indonesia sudah dimulai","netral"
"Perubahan kurikulum hanya berlaku untuk angkatan baru","netral"
"Mahasiswa diwajibkan mengisi KRS sesuai IPK","netral"
"Ada penggantian dosen pengampu matkul statistik","netral"
"Pendaftaran asisten praktikum dibuka online","netral"
"Ruang baca fakultas direnovasi selama liburan","netral"
"Jadwal wisuda diundur karena bencana alam","netral"
"Rektor baru akan dilantik bulan depan","netral"
"Pengumuman akreditasi program studi naik","netral"
"Kelas bahasa inggris wajib untuk semua jurusan","netral"
"KRS online hanya bisa diakses dengan koneksi kampus","netral"
"Mahasiswa diharapkan hadir di acara dies natalis","netral"
"Pendaftaran PKM 5 bidang sudah dibuka","netral"
"Tes kesehatan mahasiswa baru dilakukan di klinik","netral"
"Kelas teori pindah ke ruang online","netral"
"Seminar KP dilaksanakan secara hybrid","netral"
"Batas akhir pengumpulan hardcover skripsi diperpanjang","netral"
"Ujian tengah semester dilaksanakan minggu depan","netral"
"Jadwal praktikum menyusul karena laboran cuti","netral"
"Pendaftaran pemilihan ketua BEM diperpanjang","netral"
"Mahasiswa diharap membawa jaket almamater saat foto","netral"
"Perpustakaan menyediakan akses ke jurnal Scopus","netral"
"Pengumuman nilai praktikum akan dirilis minggu depan","netral"
"Mahasiswa wajib mengikuti kuliah umum kebangsaan","netral"
"Pembayaran UKT bisa melalui virtual account","netral"
"Ruang diskusi bisa dipinjam di sekretariat jurusan","netral"
"Daftar hadir mahasiswa dilakukan manual di kertas","netral"
"Ada rapat evaluasi dosen tiap akhir semester","netral"
"Mahasiswa diwajibkan membuat laporan magang","netral"
"Ujian proposal skripsi dilakukan secara terbuka","netral"
"Batas akhir penyerahan berkas wisuda hari ini","netral"
"Pengumuman kelulusan bisa dilihat di portal akademik","netral"
"Jadwal kelas pengganti disesuaikan dengan dosen","netral"
"Perpustakaan pusat buka di hari Sabtu","netral"
"Mahasiswa difasilitasi untuk membuat NPWP","netral"
"Bimbingan akademik dilakukan secara kelompok","netral"
"Kuliah kerja nyata dilaksanakan di desa binaan","netral"
"Jadwal bimbingan dosen wali dapat dilihat online","netral"
"Mahasiswa diwajibkan menggunakan helm di area kampus","netral"
"Kartu rencana studi harus ditandatangani dosen wali","netral"
"Penutupan asrama mahasiswa selama libur lebaran","netral"
"Pendaftaran wisuda gelombang 1 segera ditutup","netral"
"Pengisian borang akreditasi melibatkan mahasiswa","netral"
"Mahasiswa magang diwajibkan membuat laporan akhir","netral"
"Pengambilan ijazah harus menunjukkan KTM asli","netral"
"Kegiatan pengabdian masyarakat wajib untuk lulus","netral"
"Mahasiswa baru diwajibkan ikut matrikulasi","netral"
"Pengumuman cuti bersama hari raya sudah keluar","netral"
"Proses daftar ulang mahasiswa lama diperpanjang","netral"
"Rapat senat mahasiswa membahas kenaikan UKT","netral"
"Seminar hasil penelitian dilakukan di ruang sidang","netral"
"Mahasiswa bisa mengajukan pindah kelas dengan alasan kuat","netral"
"Pembekalan PKL dilaksanakan sebelum berangkat magang","netral"
"Pendaftaran konversi mata kuliah magang dibuka","netral"
"Jadwal imunisasi mahasiswa baru di klinik","netral"
"Ujian skripsi hanya bisa diikuti setelah lulus semua matkul","netral"
"Bimbingan karir diadakan tiap hari Selasa","netral"
"Pendaftaran program wirausaha muda sudah dimulai","netral"
"Tes psikologi untuk mahasiswa baru sudah dijadwalkan","netral"
"Ruang baca 24 jam hanya berlaku saat ujian akhir","netral"
"Mahasiswa bisa mengajukan beasiswa kurang mampu","netral"
"Jadwal seminar KP bisa dilihat di mading","netral"
"Praktikum diliburkan saat minggu tenang","netral"
"Pengumuman dosen berprestasi ditempel di lobby","netral"
"Tidak ada kelas di hari pemilu","netral"
"Kegiatan ormawa dihentikan selama masa ujian","netral"
"Mahasiswa wajib isi KRS sebelum masa perwalian","netral"
"Jadwal kuliah semester depan bisa diakses online","netral"
"Ruangan praktikum dipindah karena renovasi","netral"
"Mahasiswa diwajibkan menggunakan sepatu hitam","netral"
"Jadwal sidang skripsi disesuaikan dengan ketersediaan dosen","netral"
"Pembayaran daftar ulang sudah bisa dilakukan","netral"
"Pendaftaran sertifikasi kompetensi dibuka","netral"
"Mahasiswa diharapkan membawa laptop sendiri","netral"
"Praktikum bahasa asing di lab bahasa lantai 3","netral"
"Ujian lisan dilaksanakan setelah ujian tulis","netral"
"Pengisian evaluasi dosen oleh mahasiswa sudah dimulai","netral"
